29.6527 29.5048 29.053 29.1385 29.5321 29.0321 29.0242 29.7485 29.8063 29.6981 29.2885 29.0188 29.6468 29.0219 29.711 29.7579 29.2276 29.4867 29.5508 29.1446 29.6573 29.0606 29.3011 29.774
29.3651 29.3377 29.2139 29.6121 29.2486 29.0595 29.9206 29.3129 29.3834 29.0468 29.3605 29.4174 29.43 29.948 29.0359 29.1333 29.2377 29.8525 29.4301 29.8713 29.5966 29.8509 29.1983 29.5602
29.4607 29.2524 29.1754 29.7902 29.0595 29.3992 29.1379 29.864 29.6557 29.1247 29.3755 29.4064 29.3618 29.7684 29.5317 29.2219 29.4383 29.9177 29.5712 29.675 29.52 29.464 29.5353 29.3529
29.62 29.5262 29.7753 29.3463 29.9055 29.9128 29.2083 29.3273 29.5537 29.6932 29.8417 29.9768 29.2561 29.1387 29.4433 29.15 29.8807 29.1601 29.3418 29.4978 29.9407 29.4408 29.2623 29.6748
29.7519 29.9229 29.4397 29.2347 29.0108 29.6405 29.7846 29.3242 29.5396 29.9157 29.6407 29.7939 29.8059 29.4984 29.4173 29.0549 29.8881 29.9209 29.2056 29.6697 29.9491 29.822 29.1893 29.8583
29.0177 29.2956 29.9031 29.5805 29.0645 29.4453 29.8373 29.4183 29.9953 29.0099 29.7037 29.4194 29.5562 29.6366 29.779 29.7493 29.348 29.2027 29.4766 29.8879 29.7307 29.1833 29.4254 29.5802
29.9639 29.7439 29.1473 29.1358 29.3583 29.9363 29.7132 29.1872 29.9532 29.6474 29.1235 29.9805 29.0912 29.5441 29.0908 29.5889 29.5755 29.1634 29.9334 29.0345 29.5911 29.3817 29.6833 29.5556
29.4227 29.1471 29.0309 29.4727 29.1719 29.404 29.6399 29.0117 29.8599 29.0582 29.6375 29.3069 29.9088 29.21 29.9865 29.1643 29.4164 29.8387 29.6966 29.8982 29.3121 29.0929 29.5258 29.8081
29.5747 29.1797 29.4691 29.5072 29.5604 29.7098 29.4134 29.7638 29.6635 29.3287 29.0441 29.4542 29.5679 29.5833 29.1067 29.5625 29.0305 29.4773 29.7865 29.6059 29.9868 29.4926 29.7642 29.8629
29.4808 29.5239 29.7418 29.5434 29.8712 29.4166 29.3833 29.5411 29.3405 29.8494 29.7527 29.3994 29.9425 29.0356 29.6924 29.3273 29.9864 29.4567 29.4154 29.3032 29.1249 29.0735 29.236 29.4894
29.2354 29.1325 29.7354 29.3395 29.6838 29.5183 29.3635 29.5162 29.3299 29.103 29.3353 29.7032 29.1584 29.9992 29.1705 29.1795 29.263 29.3734 29.3176 29.2998 29.975 29.4729 29.474 29.2338
29.0364 29.8037 29.767 29.5488 29.6103 29.9851 29.4587 29.5465 29.1387 29.7788 29.2479 29.6793 29.9132 29.1331 29.0945 29.3413 29.1156 29.0427 29.9326 29.7163 29.7843 29.539 29.8675 29.462
